Text,Tag,Confidence
The calendar is fantastic but I would love being able to synchronize it with my google calendar.,,
"Although we are very Inbound focused, like most organizations, it is not the sole channel of growth.",,
"New products also get introduced in Beta, but then remain in Beta for so long with no updates on a full version coming out.",,
They were really good in keeping us updated and ensuring the service would be up and running in a short time.,updates:support,
Virtually obliges the user to purchase the Premium version.,,
Sometimes exporting is not entirely intuitive and tracking contacts between users is not a given.,,
"And, please HubSpot! Bring back the mobile social media publishing functionality that you took away last year!",features:Actionable,
Would like to be able to autoschedule when people are most likely to see posts.,,
"While simplicity is great, it can sometimes limit your ability to perform tasks you want it to do.",,
"We have found ways around this, but it's a very annoying feature.",,
"Also their Salesforce integration still has some bugs that they weren't able to solve, and their customer technical support is ok, but the reps sometimes take a while to actually understand the problem.",,
